id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1602.03520,Leonardo Senatore,Matthew Kleban and Leonardo Senatore,Inhomogeneous Anisotropic Cosmology,"6 pages, 2 figures. v2: Important reference and minor clarifications
  added, v3: added appendix with extended explanations, JCAP published version",,10.1088/1475-7516/2016/10/022,,hep-th astro-ph.CO gr-qc hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In homogeneous and isotropic Friedmann-Robertson-Walker cosmology, the
topology of the universe determines its ultimate fate. If the Weak Energy
Condition is satisfied, open and flat universes must expand forever, while
closed cosmologies can recollapse to a Big Crunch. A similar statement holds
for homogeneous but anisotropic (Bianchi) universes. Here, we prove that
$arbitrarily$ inhomogeneous and anisotropic cosmologies with ""flat"" (including
toroidal) and ""open"" (including compact hyperbolic) spatial topology that are
initially expanding must continue to expand forever at least in some region at
a rate bounded from below by a positive number, despite the presence of
arbitrarily large density fluctuations and/or the formation of black holes.
Because the set of 3-manifold topologies is countable, a single integer
determines the ultimate fate of the universe, and, in a specific sense, most
3-manifolds are ""flat"" or ""open"". Our result has important implications for
inflation: if there is a positive cosmological constant (or suitable
inflationary potential) and initial conditions for the inflaton, cosmologies
with ""flat"" or ""open"" topology must expand forever in some region at least as
fast as de Sitter space, and are therefore very likely to begin inflationary
expansion eventually, regardless of the scale of the inflationary energy or the
spectrum and amplitude of initial inhomogeneities and gravitational waves. Our
result is also significant for numerical general relativity, which often makes
use of periodic (toroidal) boundary conditions.
","[{'version': 'v1', 'created': 'Wed, 10 Feb 2016 20:59:44 GMT'}, {'version': 'v2', 'created': 'Mon, 15 Feb 2016 19:36:48 GMT'}, {'version': 'v3', 'created': 'Sat, 10 Dec 2016 19:55:37 GMT'}]",2016-12-13,"[['Kleban', 'Matthew', ''], ['Senatore', 'Leonardo', '']]"
1805.04455,Sergio Floquet,"A J da Silva, S Floquet and R F Lima","On the distribution of spontaneous potentials intervals in nervous
  transmission",17 pages,,,,physics.bio-ph q-bio.NC,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  One of the main challenges in Biophysics teaching consists on how to motivate
students to appreciate the beauty of theoretical formulations. This is crucial
when the system modeling requires numerical calculations to achieve realistic
results. In this sense, due to the massive use of software, students often
become a mere users of computational tools without capturing the essence of
formulation and further problem solution. It is, therefore, necessary for
instructors to find innovating ways, allowing students developing of their
ability to deal with mathematical modelling. To address this issue one can
highlight the use of Benford's law, thanks to its simple formulation, easy
computational implementation and wide possibility for applications. Indeed,
this law enables students to carry out their own data analysis with use of free
software packages. This law is among the several power or scaling laws found in
biological systems. However, to the best of our knowledge, this law has not
been contemplated in Cell Biophysics yet. Beyond its vast applications in many
fields, neuromuscular junction represents a remarkable substrate for learning
and teaching of complex system. Thus, in this work, we applied both classical
and a generalized form of Benford's Law, to examine if electrophysiological
data recorded from neuromuscular junction conforms the anomalous number law.
The results indicated that nerve-muscle communications conform the generalized
Benford's law better than the seminal formulation. From our
electrophysiological measurements a biological scenario is used to interpret
the theoretical analysis.
","[{'version': 'v1', 'created': 'Fri, 11 May 2018 15:45:40 GMT'}]",2018-05-14,"[['da Silva', 'A J', ''], ['Floquet', 'S', ''], ['Lima', 'R F', '']]"
1510.03688,Erik Rijcken,Tom De Medts and Erik Rijcken,Local Moufang sets and PSL_2 over a local ring,"23 pages, fixed a problem in Lemma 5.8, where we need an extra
  assumption. Other results remain unchanged",J. Group Theory 19 (2016) 815-847,10.1515/jgth-2016-0007,,math.GR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We introduce local Moufang sets as a generalization of Moufang sets. We
present a method to construct local Moufang sets from only one root group and
one permutation. We use this to describe $\mathsf{PSL}_2$ over a local ring as
a local Moufang set, and give necessary and sufficient conditions for a local
Moufang set to be of this form.
","[{'version': 'v1', 'created': 'Tue, 13 Oct 2015 14:14:55 GMT'}, {'version': 'v2', 'created': 'Tue, 26 Jan 2016 09:35:19 GMT'}, {'version': 'v3', 'created': 'Thu, 3 Mar 2016 09:47:45 GMT'}, {'version': 'v4', 'created': 'Wed, 15 Mar 2017 13:42:39 GMT'}]",2017-03-16,"[['De Medts', 'Tom', ''], ['Rijcken', 'Erik', '']]"
1902.04467,Sylvain Golenia,"Nassim Athmouni, Marwa Ennaceur, Sylvain Golenia (IMB)",Spectral analysis of the Laplacian acting on discrete cusps and funnels,,,,,math.SP math.FA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study perturbations of the discrete Laplacian associated to discrete
analogs of cusps and funnels. We perturb the metric and the potential in a
long-range way. We establish a propagation estimate and a Limiting Absorption
Principle away from the possible embedded eigenvalues. The approach is based on
a positive commutator technique.
","[{'version': 'v1', 'created': 'Tue, 12 Feb 2019 16:14:23 GMT'}, {'version': 'v2', 'created': 'Mon, 30 Mar 2020 07:36:23 GMT'}]",2020-03-31,"[['Athmouni', 'Nassim', '', 'IMB'], ['Ennaceur', 'Marwa', '', 'IMB'], ['Golenia', 'Sylvain', '', 'IMB']]"
cond-mat/9803372,Oleg Bulashenko,"T. Gonzalez, C. Gonzalez, J. Mateos, D. Pardo, L. Reggiani, O. M.
  Bulashenko, J. M. Rubi","Universality of the 1/3 shot-noise suppression factor in nondegenerate
  diffusive conductors","RevTex, 4 pages, 4 figures",Phys. Rev. Lett. 80 (1998) 2901,10.1103/PhysRevLett.80.2901,,cond-mat.mes-hall,,"  Shot-noise suppression is investigated in nondegenerate diffusive conductors
by means of an ensemble Monte Carlo simulator. The universal 1/3 suppression
value is obtained when transport occurs under elastic collision regime provided
the following conditions are satisfied: (i) The applied voltage is much larger
than the thermal value; (ii) the length of the device is much longer than both
the elastic mean free path and the Debye length. By fully suppressing
carrier-number fluctuations, long range Coulomb interaction is essential to
obtain the 1/3 value in the low-frequency limit.
","[{'version': 'v1', 'created': 'Mon, 30 Mar 1998 19:25:06 GMT'}]",2009-10-31,"[['Gonzalez', 'T.', ''], ['Gonzalez', 'C.', ''], ['Mateos', 'J.', ''], ['Pardo', 'D.', ''], ['Reggiani', 'L.', ''], ['Bulashenko', 'O. M.', ''], ['Rubi', 'J. M.', '']]"
1412.4285,Saurabh Gupta,"Saurabh Gupta, SeungHwan Keum, Pinaki Pal, Hong G. Im","Modeling of scalar dissipation rates in flamelet models for low
  temperature combustion engine simulations",,,,,physics.flu-dyn,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The flamelet approach offers a viable framework for combustion modeling of
homogeneous charge compression ignition (HCCI) engines under stratified mixture
conditions. Scalar dissipation rate acts as a key parameter in flamelet-based
combustion models which connects the physical mixing space to the reactive
space. The aim of this paper is to gain fundamental insights into turbulent
mixing in low temperature combustion (LTC) engines and investigate the modeling
of scalar dissipation rate. Three direct numerical simulation (DNS) test cases
of two-dimensional turbulent auto-ignition of a hydrogen-air mixture with
different correlations of temperature and mixture fraction are considered,
which are representative of different ignition regimes. The existing models of
mean and conditional scalar dissipation rates, and probability density
functions (PDFs) of mixture fraction and total enthalpy are a priori validated
against the DNS data.
","[{'version': 'v1', 'created': 'Sat, 13 Dec 2014 21:47:04 GMT'}]",2014-12-16,"[['Gupta', 'Saurabh', ''], ['Keum', 'SeungHwan', ''], ['Pal', 'Pinaki', ''], ['Im', 'Hong G.', '']]"
math/0306218,Artur Avila,Artur Avila,Convergence of an exact quantization scheme,"10 pages, no figures, first version",,10.1007/s00220-004-1112-9,,math.DS math-ph math.MP,,"  It has been shown by Voros \cite {V} that the spectrum of the one-dimensional
homogeneous anharmonic oscillator (Schr\""odinger operator with potential
$q^{2M}$, $M>1$) is a fixed point of an explicit non-linear transformation. We
show that this fixed point is globally and exponentially attractive in spaces
of properly normalized sequences.
","[{'version': 'v1', 'created': 'Fri, 13 Jun 2003 12:24:37 GMT'}]",2009-11-10,"[['Avila', 'Artur', '']]"
hep-ex/0512010,Zhenyu Ye,Zhenyu Ye (on behalf of the HERMES collaboration),"Measurement of the transverse target-spin asymmetry associated with
  deeply virtual Compton scattering on the proton","4 pages, 2 figures, to appear in the proceedings of the International
  Europhysics Conference on High Energy Physics, July 21st - 27th 2005, Lisboa,
  Portugal",,,,hep-ex,,"  Measurements of deeply virtual Compton scattering (DVCS) made at HERMES using
27.6 GeV $e^\pm$ beams and various internal polarized or unpolarized gaseous
targets are discussed. Results are reported on the transverse target-spin
asymmetry (TTSA) associated with DVCS, extracted from data accumulated in
2002-2004 with the $e^+$ beam on a transversely polarized hydrogen target. TTSA
amplitudes leading in twist and $\alpha_S$ are given as a function of $-t$,
$x_B$ and $Q^2$ in the kinematic range $|t|<0.7$ GeV$^2$, $0.03<x_B<0.35$ and
$1<Q^2<10$ GeV$^2$. Theoretical predictions based on a phenomenological model
of generalized parton distributions (GPDs) agree with the experimental results.
With additional statistics accumulated in 2005, one may constrain the $u$-quark
total angular momentum in the nucleon within this model.
","[{'version': 'v1', 'created': 'Tue, 6 Dec 2005 17:59:08 GMT'}]",2007-05-23,"[['Ye', 'Zhenyu', '', 'on behalf of the HERMES collaboration']]"
quant-ph/0604048,Mark Whitney,"Nemanja Isailovic, Yatish Patel, Mark Whitney, John Kubiatowicz",Interconnection Networks for Scalable Quantum Computers,"To appear in International Symposium on Computer Architecture 2006
  (ISCA 2006)",,,,quant-ph,,"  We show that the problem of communication in a quantum computer reduces to
constructing reliable quantum channels by distributing high-fidelity EPR pairs.
We develop analytical models of the latency, bandwidth, error rate and resource
utilization of such channels, and show that 100s of qubits must be distributed
to accommodate a single data communication. Next, we show that a grid of
teleportation nodes forms a good substrate on which to distribute EPR pairs. We
also explore the control requirements for such a network. Finally, we propose a
specific routing architecture and simulate the communication patterns of the
Quantum Fourier Transform to demonstrate the impact of resource contention.
","[{'version': 'v1', 'created': 'Fri, 7 Apr 2006 17:19:56 GMT'}]",2007-05-23,"[['Isailovic', 'Nemanja', ''], ['Patel', 'Yatish', ''], ['Whitney', 'Mark', ''], ['Kubiatowicz', 'John', '']]"
1404.3390,Joseph Rabinoff,Omid Amini and Matthew Baker and Erwan Brugall\'e and Joseph Rabinoff,Lifting harmonic morphisms II: tropical curves and metrized complexes,"35 pages, 18 figures. This article used to be the second half of
  arXiv:1303.4812, and is now its sequel",Algebra Number Theory 9 (2015) 267-315,10.2140/ant.2015.9.267,,math.AG,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper we prove several lifting theorems for morphisms of tropical
curves. We interpret the obstruction to lifting a finite harmonic morphism of
augmented metric graphs to a morphism of algebraic curves as the non-vanishing
of certain Hurwitz numbers, and we give various conditions under which this
obstruction does vanish. In particular we show that any finite harmonic
morphism of (non-augmented) metric graphs lifts. We also give various
applications of these results. For example, we show that linear equivalence of
divisors on a tropical curve C coincides with the equivalence relation
generated by declaring that the fibers of every finite harmonic morphism from C
to the tropical projective line are equivalent. We study liftability of
metrized complexes equipped with a finite group action, and use this to
classify all augmented metric graphs arising as the tropicalization of a
hyperelliptic curve. We prove that there exists a d-gonal tropical curve that
does not lift to a d-gonal algebraic curve.
  This article is the second in a series of two.
","[{'version': 'v1', 'created': 'Sun, 13 Apr 2014 15:17:35 GMT'}]",2016-01-20,"[['Amini', 'Omid', ''], ['Baker', 'Matthew', ''], ['Brugallé', 'Erwan', ''], ['Rabinoff', 'Joseph', '']]"
